"participant_id","treat","age_months","female","kindergarten","teacher_id","school_id","private_school","title1","free_reduced_lunch","state","esl_observed","special_ed_observed","new_student","distracted_a1","distracted_a2","distracted_ppvt","score_a1","invalid_a1","score_a2","invalid_a2","score_ppvt","score_ppvt_age","invalid_ppvt","t_logins_april","t_logins_total","t_weeks_used","t_words_learned","t_financial_struggle","t_misbehavior","t_years_experience"
"305",0,68,0,0,18,"12",0,1,95,2,1,0,0,0,0,0,23,NA,23,0,80,99,0,NA,NA,NA,NA,27,2,16
"306",0,63,1,0,18,"12",0,1,95,2,1,0,0,1,0,0,16,NA,19,0,59,82,0,NA,NA,NA,NA,27,2,16
"307",0,62,1,0,18,"12",0,1,95,2,1,0,0,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",0,63,1,0,18,"12",0,1,95,2,1,0,0,0,0,0,18,NA,21,0,61,84,0,NA,NA,NA,NA,27,2,16
"309",0,49,1,0,18,"12",0,1,95,2,1,0,0,NA,0,0,12,NA,13,0,46,85,0,NA,NA,NA,NA,27,2,16
"310",0,68,0,0,18,"12",0,1,95,2,1,0,0,0,NA,0,16,NA,18,0,28,56,0,NA,NA,NA,NA,27,2,16
"311",0,67,0,0,18,"12",0,1,95,2,0,0,0,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",0,59,1,0,18,"12",0,1,95,2,1,0,0,0,NA,2,24,NA,22,0,54,82,0,NA,NA,NA,NA,27,2,16
"313",0,64,0,0,18,"12",0,1,95,2,1,0,0,0,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",0,68,0,0,18,"12",0,1,95,2,1,0,0,0,0,0,26,NA,26,0,82,93,0,NA,NA,NA,NA,27,2,16
"315",0,64,0,0,18,"12",0,1,95,2,0,0,0,2,0,0,19,NA,24,0,89,103,0,NA,NA,NA,NA,27,2,16
"316",0,68,0,0,18,"12",0,1,95,2,1,0,0,0,0,0,19,NA,27,0,69,85,0,NA,NA,NA,NA,27,2,16
"317",0,65,0,0,18,"12",0,1,95,2,0,0,0,3,NA,0,26,NA,25,0,82,96,0,NA,NA,NA,NA,27,2,16
"318",0,61,1,0,18,"12",0,1,95,2,0,0,0,2,2,1,19,NA,16,0,66,89,0,NA,NA,NA,NA,27,2,16
"27284",1,81,1,1,52,"13",0,1,89,2,0,0,0,0,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39486",1,72,1,1,52,"13",0,1,89,2,0,0,0,0,0,0,29,NA,29,0,104,105,0,0,11,22,3,0,2,7
"41275",1,69,0,1,52,"13",0,1,89,2,0,0,0,0,NA,3,26,NA,29,0,116,117,0,0,11,22,3,0,2,7
"43557",1,67,0,1,52,"13",0,1,89,2,0,0,0,0,0,0,30,NA,28,0,74,88,0,0,11,22,3,0,2,7
"47746",1,74,0,1,52,"13",0,1,89,2,0,0,0,0,NA,NA,33,NA,32,0,130,130,0,0,11,22,3,0,2,7
"77572",1,74,1,1,52,"13",0,1,89,2,0,0,0,0,NA,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80304",1,70,1,1,52,"13",0,1,89,2,0,0,0,0,0,0,29,NA,28,0,97,102,0,0,11,22,3,0,2,7
"82618",1,74,1,1,52,"13",0,1,89,2,0,0,0,0,0,2,25,NA,30,0,103,103,0,0,11,22,3,0,2,7
"321",1,66,1,1,61,"13",0,1,89,2,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12901",1,73,1,1,61,"13",0,1,89,2,0,0,0,0,0,0,23,NA,26,0,79,86,0,18,80,22,2,28,3,8
"15240",1,77,1,1,61,"13",0,1,89,2,0,0,0,0,0,0,27,NA,23,0,82,85,0,18,80,22,2,28,3,8
"34374",1,77,1,1,61,"13",0,1,89,2,0,0,0,0,0,0,30,NA,31,0,118,110,0,18,80,22,2,28,3,8
"40255",1,78,1,1,61,"13",0,1,89,2,0,0,0,0,0,0,25,NA,30,0,129,119,0,18,80,22,2,28,3,8
"45669",1,75,0,1,61,"13",0,1,89,2,0,0,0,0,0,0,27,NA,31,0,117,111,0,18,80,22,2,28,3,8
"49154",1,77,1,1,61,"13",0,1,89,2,0,0,0,0,0,0,28,NA,32,0,105,100,0,18,80,22,2,28,3,8
"77247",1,69,0,1,61,"13",0,1,89,2,0,0,0,0,0,3,25,NA,28,0,58,77,0,18,80,22,2,28,3,8
"85389",1,72,0,1,61,"13",0,1,89,2,0,1,0,0,0,0,25,NA,17,0,87,93,0,18,80,22,2,28,3,8
"87107",1,74,1,1,61,"13",0,1,89,2,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",0,71,0,1,17,"14",0,1,46,1,0,0,0,0,0,0,29,NA,28,0,96,102,0,NA,NA,NA,NA,15,3,14
"150",0,68,0,1,17,"14",0,1,46,1,0,0,0,0,NA,2,22,NA,27,0,57,78,0,NA,NA,NA,NA,15,3,14
"151",0,74,0,1,17,"14",0,1,46,1,0,0,0,0,NA,2,27,NA,32,0,109,108,0,NA,NA,NA,NA,15,3,14
"152",0,80,0,1,17,"14",0,1,46,1,0,0,0,0,NA,3,24,NA,24,0,105,98,0,NA,NA,NA,NA,15,3,14
"153",0,77,1,1,17,"14",0,1,46,1,0,0,0,0,NA,3,28,NA,28,0,91,90,0,NA,NA,NA,NA,15,3,14
"154",0,76,1,1,17,"14",0,1,46,1,0,0,0,NA,NA,2,24,NA,28,0,95,94,0,NA,NA,NA,NA,15,3,14
"155",0,81,1,1,17,"14",0,1,46,1,0,0,0,0,0,0,25,NA,22,0,NA,NA,1,NA,NA,NA,NA,15,3,14
"156",0,73,0,1,17,"14",0,1,46,1,0,0,0,0,0,3,28,NA,24,0,95,96,0,NA,NA,NA,NA,15,3,14
"157",0,71,1,1,17,"14",0,1,46,1,0,0,0,0,0,0,23,NA,23,0,77,87,0,NA,NA,NA,NA,15,3,14
"158",0,71,1,1,17,"14",0,1,46,1,0,0,0,0,0,0,28,NA,32,0,126,123,0,NA,NA,NA,NA,15,3,14
"159",0,76,0,1,17,"14",0,1,46,1,0,0,0,2,0,0,24,NA,28,0,121,114,0,NA,NA,NA,NA,15,3,14
"160",0,70,1,1,17,"14",0,1,46,1,0,0,0,0,0,0,34,NA,32,0,NA,NA,1,NA,NA,NA,NA,15,3,14
"161",0,71,1,1,17,"14",0,1,46,1,0,0,0,0,3,3,24,NA,20,0,NA,27,1,NA,NA,NA,NA,15,3,14
"162",0,80,0,1,17,"14",0,1,46,1,0,0,1,0,0,0,31,NA,27,1,114,104,1,NA,NA,NA,NA,NA,NA,NA
"163",0,70,0,1,17,"14",0,1,46,1,0,0,0,0,0,0,27,NA,26,0,86,94,0,NA,NA,NA,NA,15,3,14
"164",0,74,0,1,17,"14",0,1,46,1,0,0,0,0,0,0,28,NA,26,0,99,100,0,NA,NA,NA,NA,15,3,14
"12128",1,68,0,0,36,"15",0,1,99,3,0,0,0,0,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12672",1,64,1,0,36,"15",0,1,99,3,0,0,0,2,1,NA,18,NA,25,0,81,97,0,30,121,23,4,50,1,5
"22637",1,67,1,0,36,"15",0,1,99,3,0,0,0,1,0,1,18,NA,26,0,82,93,0,30,121,23,4,50,1,5
"39074",1,65,1,0,36,"15",0,1,99,3,0,0,0,0,0,0,24,NA,21,0,116,120,0,30,121,23,4,50,1,5
"41867",1,59,1,0,36,"15",0,1,99,3,0,0,0,2,2,2,24,NA,25,0,68,91,0,30,121,23,4,50,1,5
"42139",1,67,0,0,36,"15",0,1,99,3,0,0,0,1,0,0,21,NA,26,0,76,91,0,30,121,23,4,50,1,5
"42665",1,62,0,0,36,"15",0,1,99,3,0,0,0,0,0,0,24,NA,15,0,54,80,0,30,121,23,4,50,1,5
"47520",1,63,1,0,36,"15",0,1,99,3,0,0,0,0,0,0,26,NA,26,0,82,98,0,30,121,23,4,50,1,5
"51648",1,61,0,0,36,"15",0,1,99,3,0,0,0,1,0,0,20,NA,21,0,52,79,0,30,121,23,4,50,1,5
"56637",1,64,1,0,36,"15",0,1,99,3,0,0,0,NA,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67801",1,69,0,0,36,"15",0,1,99,3,0,0,0,0,0,0,29,NA,27,0,104,107,0,30,121,23,4,50,1,5
"71240",1,65,0,0,36,"15",0,1,99,3,0,1,0,0,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75365",1,63,0,0,36,"15",0,1,99,3,0,0,0,0,0,NA,19,NA,17,0,73,93,0,30,121,23,4,50,1,5
"84306",1,53,1,0,36,"15",0,1,99,3,0,0,0,0,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87198",1,63,1,0,36,"15",0,1,99,3,0,0,0,0,0,0,20,NA,22,0,72,90,0,30,121,23,4,50,1,5
"87697",1,66,0,0,36,"15",0,1,99,3,0,0,0,0,NA,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90584",1,69,0,0,36,"15",0,1,99,3,0,0,0,2,1,0,23,NA,28,0,99,104,0,30,121,23,4,50,1,5
"10136",0,63,0,0,47,"16",1,0,0,3,0,0,0,0,1,1,24,NA,28,0,105,116,0,NA,NA,NA,NA,50,2,25
"15518",0,68,0,0,47,"16",1,0,0,3,0,0,0,0,0,0,25,NA,30,0,117,118,0,NA,NA,NA,NA,50,2,25
"17863",0,59,0,0,47,"16",1,0,0,3,0,0,0,0,0,0,23,NA,19,0,57,85,0,NA,NA,NA,NA,50,2,25
"22046",0,68,1,0,47,"16",1,0,0,3,0,0,0,0,0,0,27,NA,22,0,84,96,0,NA,NA,NA,NA,50,2,25
"25292",0,66,1,0,47,"16",1,0,0,3,0,0,0,0,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32741",0,63,0,0,47,"16",1,0,0,3,0,0,0,0,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35039",0,61,0,0,47,"16",1,0,0,3,0,0,0,0,0,0,19,NA,22,0,96,112,0,NA,NA,NA,NA,50,2,25
"35486",0,61,1,0,47,"16",1,0,0,3,0,0,0,0,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36019",0,64,1,0,47,"16",1,0,0,3,0,0,0,0,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37012",0,61,0,0,47,"16",1,0,0,3,0,0,0,0,0,0,29,NA,25,0,NA,NA,1,NA,NA,NA,NA,50,2,25
"37837",0,66,1,0,47,"16",1,0,0,3,0,0,0,0,0,0,22,NA,19,0,82,96,0,NA,NA,NA,NA,50,2,25
"37953",0,68,1,0,47,"16",1,0,0,3,0,0,0,0,0,0,21,NA,22,0,68,85,0,NA,NA,NA,NA,50,2,25
"46935",0,68,0,0,47,"16",1,0,0,3,0,0,0,0,1,2,29,NA,30,0,109,113,0,NA,NA,NA,NA,50,2,25
"68302",0,68,1,0,47,"16",1,0,0,3,0,0,0,1,1,1,25,NA,19,0,66,83,0,NA,NA,NA,NA,50,2,25
"70334",0,68,0,0,47,"16",1,0,0,3,0,0,0,0,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81043",0,61,1,0,47,"16",1,0,0,3,0,0,0,0,1,0,19,NA,22,0,79,100,0,NA,NA,NA,NA,50,2,25
"83008",0,59,1,0,47,"16",1,0,0,3,0,0,0,0,0,0,26,NA,24,0,62,88,0,NA,NA,NA,NA,50,2,25
"94545",0,68,1,0,47,"16",1,0,0,3,0,0,0,1,NA,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12414",0,69,1,0,8,"17",0,1,56,2,0,0,0,0,0,0,16,NA,20,0,83,94,0,NA,NA,NA,NA,0,1.5,23
"17402",0,67,0,0,8,"17",0,1,56,2,0,0,0,0,0,0,16,NA,22,0,65,85,0,NA,NA,NA,NA,0,1.5,23
"20441",0,59,0,0,8,"17",0,1,56,2,1,0,0,0,0,0,18,NA,19,0,80,101,0,NA,NA,NA,NA,0,1.5,23
"25745",0,68,1,0,8,"17",0,1,56,2,1,0,0,0,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29365",0,59,0,0,8,"17",0,1,56,2,0,0,0,0,NA,0,19,NA,24,0,81,101,0,NA,NA,NA,NA,0,1.5,23
"29442",0,64,1,0,8,"17",0,1,56,2,0,0,0,0,0,0,20,NA,24,0,65,86,0,NA,NA,NA,NA,0,1.5,23
"30249",0,65,0,0,8,"17",0,1,56,2,0,0,0,0,NA,0,27,NA,25,0,102,112,0,NA,NA,NA,NA,0,1.5,23
"34563",0,57,1,0,8,"17",0,1,56,2,0,0,0,1,0,0,25,NA,24,0,77,101,0,NA,NA,NA,NA,0,1.5,23
"35841",0,57,1,0,8,"17",0,1,56,2,0,0,0,0,0,0,22,NA,28,0,57,85,0,NA,NA,NA,NA,0,1.5,23
"38347",0,68,1,0,8,"17",0,1,56,2,0,0,0,0,0,0,13,NA,10,0,33,60,0,NA,NA,NA,NA,0,1.5,23
"39340",0,59,1,0,8,"17",0,1,56,2,1,0,0,0,0,0,13,NA,21,0,50,78,0,NA,NA,NA,NA,0,1.5,23
"40487",0,58,1,0,8,"17",0,1,56,2,0,0,0,0,0,0,21,NA,18,0,82,104,0,NA,NA,NA,NA,0,1.5,23
"45905",0,69,0,0,8,"17",0,1,56,2,0,0,0,0,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54539",0,66,0,0,8,"17",0,1,56,2,0,0,0,0,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58656",0,64,0,0,8,"17",0,1,56,2,0,0,0,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62341",0,59,1,0,8,"17",0,1,56,2,1,0,0,0,NA,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68231",0,63,0,0,8,"17",0,1,56,2,0,0,0,0,0,0,20,NA,21,0,70,90,0,NA,NA,NA,NA,0,1.5,23
"68280",0,57,1,0,8,"17",0,1,56,2,0,0,0,0,NA,0,19,NA,16,0,62,88,0,NA,NA,NA,NA,0,1.5,23
"92249",0,68,0,0,8,"17",0,1,56,2,1,0,0,0,NA,NA,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96270",0,62,0,0,8,"17",0,1,56,2,0,0,0,0,0,0,20,NA,21,0,72,92,0,NA,NA,NA,NA,0,1.5,23
"10279",1,71,0,1,9,"18",0,1,77,1,0,0,0,0,0,NA,21,NA,22,0,93,98,0,0,17,19,4,100,2,19
"32333",1,71,0,1,9,"18",0,1,77,1,0,0,0,0,0,0,26,NA,29,0,86,92,0,0,17,19,4,100,2,19
"32345",1,75,1,1,9,"18",0,1,77,1,0,0,0,0,0,0,22,NA,28,0,110,106,0,0,17,19,4,100,2,19
"32616",1,77,0,1,9,"18",0,1,77,1,0,0,0,0,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37096",1,78,1,1,9,"18",0,1,77,1,0,0,0,0,0,0,22,NA,22,0,77,83,0,0,17,19,4,100,2,19
"39977",1,75,1,1,9,"18",0,1,77,1,0,0,0,0,0,0,25,NA,28,0,107,103,0,0,17,19,4,100,2,19
"41008",1,79,0,1,9,"18",0,1,77,1,0,0,0,0,0,0,27,NA,28,0,99,93,0,0,17,19,4,100,2,19
"47667",1,75,0,1,9,"18",0,1,77,1,0,0,0,0,0,0,27,NA,27,0,99,100,0,0,17,19,4,100,2,19
"53656",1,71,1,1,9,"18",0,1,77,1,0,0,0,0,1,NA,25,NA,27,0,110,111,0,0,17,19,4,100,2,19
"59466",1,77,1,1,9,"18",0,1,77,1,0,0,0,0,NA,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61302",1,79,1,1,9,"18",0,1,77,1,0,0,0,0,0,0,28,NA,33,0,113,103,0,0,17,19,4,100,2,19
"61330",1,79,0,1,9,"18",0,1,77,1,0,0,0,0,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65422",1,83,1,1,9,"18",0,1,77,1,0,0,0,0,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78580",1,73,1,1,9,"18",0,1,77,1,0,0,0,0,0,0,30,NA,29,0,101,101,0,0,17,19,4,100,2,19
"81964",1,71,1,1,9,"18",0,1,77,1,0,0,0,0,NA,NA,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86528",1,71,1,1,9,"18",0,1,77,1,0,0,0,0,0,0,23,NA,28,0,100,105,0,0,17,19,4,100,2,19
"99533",1,77,0,1,9,"18",0,1,77,1,0,0,0,0,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99799",1,75,1,1,9,"18",0,1,77,1,0,0,0,0,0,0,28,NA,34,0,112,108,0,0,17,19,4,100,2,19
"23802",1,76,1,1,14,"19",0,1,83,2,0,0,0,0,0,0,20,NA,19,0,83,86,0,2,19,6,2,50,3,28
"23932",1,71,0,1,14,"19",0,1,83,2,0,0,0,0,0,1,22,NA,25,0,96,102,0,2,19,6,2,50,3,28
"23997",1,74,0,1,14,"19",0,1,83,2,0,0,0,2,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24636",1,75,0,1,14,"19",0,1,83,2,0,0,0,0,0,0,23,NA,23,0,85,89,0,2,19,6,2,50,3,28
"27606",1,72,0,1,14,"19",0,1,83,2,0,0,0,1,0,0,22,NA,25,0,92,97,0,2,19,6,2,50,3,28
"31901",1,80,1,1,14,"19",0,1,83,2,0,0,0,0,0,0,29,NA,32,0,134,120,0,2,19,6,2,50,3,28
"31921",1,71,1,1,14,"19",0,1,83,2,0,0,0,0,0,0,27,NA,26,0,101,105,0,2,19,6,2,50,3,28
"34250",1,73,0,1,14,"19",0,1,83,2,0,0,0,0,0,1,19,NA,21,0,68,82,0,2,19,6,2,50,3,28
"36947",1,70,1,1,14,"19",0,1,83,2,0,0,0,0,0,0,21,NA,20,0,72,85,0,2,19,6,2,50,3,28
"48146",1,78,1,1,14,"19",0,1,83,2,0,0,0,0,0,0,19,NA,23,0,89,88,0,2,19,6,2,50,3,28
"48936",1,76,0,1,14,"19",0,1,83,2,0,0,0,0,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64277",1,79,0,1,14,"19",0,1,83,2,0,0,0,0,0,0,25,NA,19,0,74,81,0,2,19,6,2,50,3,28
"72705",1,79,1,1,14,"19",0,1,83,2,0,0,0,0,0,1,23,NA,30,0,109,103,0,2,19,6,2,50,3,28
"77324",1,78,0,1,14,"19",0,1,83,2,0,0,0,1,0,0,19,NA,21,0,86,87,0,2,19,6,2,50,3,28
"80535",1,78,1,1,14,"19",0,1,83,2,0,0,0,0,0,0,29,NA,31,0,126,117,0,2,19,6,2,50,3,28
"99469",1,80,1,1,14,"19",0,1,83,2,0,0,0,0,0,0,30,NA,30,0,122,111,0,2,19,6,2,50,3,28
"11463",1,73,1,1,19,"20",0,1,40,3,0,0,0,0,0,NA,26,NA,26,0,94,98,0,1,14,26,5,36,1,21
"22902",1,80,1,1,19,"20",0,1,40,3,0,0,0,0,0,0,33,NA,34,0,140,124,0,1,14,26,5,36,1,21
"26971",1,78,0,1,19,"20",0,1,40,3,0,0,0,0,0,0,30,NA,32,0,122,113,0,1,14,26,5,36,1,21
"27479",1,78,1,1,19,"20",0,1,40,3,0,0,0,0,0,0,28,NA,29,0,110,103,0,1,14,26,5,36,1,21
"37712",1,75,1,1,19,"20",0,1,40,3,0,0,0,0,0,0,30,NA,29,0,124,117,0,1,14,26,5,36,1,21
"38380",1,73,0,1,19,"20",0,1,40,3,0,0,0,0,0,0,28,NA,25,0,96,98,0,1,14,26,5,36,1,21
"43046",1,74,0,1,19,"20",0,1,40,3,0,0,0,1,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45886",1,72,0,1,19,"20",0,1,40,3,0,0,0,0,0,0,29,NA,33,0,117,114,0,1,14,26,5,36,1,21
"51581",1,81,0,1,19,"20",0,1,40,3,0,0,0,0,0,0,33,NA,32,0,145,123,0,1,14,26,5,36,1,21
"53739",1,79,1,1,19,"20",0,1,40,3,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55023",1,73,0,1,19,"20",0,1,40,3,0,0,1,0,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67501",1,70,1,1,19,"20",0,1,40,3,0,0,0,0,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69552",1,78,1,1,19,"20",0,1,40,3,0,0,0,0,0,0,31,NA,30,0,108,102,0,1,14,26,5,36,1,21
"83526",1,71,0,1,19,"20",0,1,40,3,0,0,0,1,0,0,22,NA,29,0,85,91,0,1,14,26,5,36,1,21
"89305",1,80,0,1,19,"20",0,1,40,3,0,0,0,0,0,0,23,NA,21,0,87,87,0,1,14,26,5,36,1,21
"91095",1,71,0,1,19,"20",0,1,40,3,0,0,0,0,0,0,29,NA,33,0,112,111,0,1,14,26,5,36,1,21
"93544",1,78,1,1,19,"20",0,1,40,3,0,0,0,0,NA,NA,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10815",1,73,0,1,44,"21",0,0,22,2,0,0,0,0,0,0,34,NA,35,0,118,116,0,0,9,22,5,21,2,12
"13650",1,78,1,1,44,"21",0,0,22,2,0,0,0,0,0,0,35,NA,34,0,129,119,0,0,9,22,5,21,2,12
"16873",1,79,0,1,44,"21",0,0,22,2,0,0,0,0,1,1,34,NA,34,0,118,108,0,0,9,22,5,21,2,12
"20516",1,77,0,1,44,"21",0,0,22,2,0,0,0,0,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20709",1,75,0,1,44,"21",0,0,22,2,0,0,0,0,0,0,33,NA,34,0,130,123,0,0,9,22,5,21,2,12
"29528",1,76,0,1,44,"21",0,0,22,2,0,0,0,0,1,1,33,NA,29,0,109,106,0,0,9,22,5,21,2,12
"37730",1,77,0,1,44,"21",0,0,22,2,0,0,0,0,0,0,32,NA,29,0,84,86,0,0,9,22,5,21,2,12
"44750",1,78,1,1,44,"21",0,0,22,2,0,0,0,0,0,0,31,NA,32,0,128,118,0,0,9,22,5,21,2,12
"57743",1,78,1,1,44,"21",0,0,22,2,0,0,0,0,0,0,30,NA,28,0,116,109,0,0,9,22,5,21,2,12
"62748",1,75,1,1,44,"21",0,0,22,2,0,0,0,0,0,0,23,NA,24,0,80,86,0,0,9,22,5,21,2,12
"64019",1,76,1,1,44,"21",0,0,22,2,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65569",1,80,1,1,44,"21",0,0,22,2,0,0,0,0,NA,NA,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66530",1,75,1,1,44,"21",0,0,22,2,0,0,0,0,0,0,33,NA,30,0,133,124,0,0,9,22,5,21,2,12
"71628",1,71,1,1,44,"21",0,0,22,2,0,0,0,0,0,0,32,NA,32,0,113,113,0,0,9,22,5,21,2,12
"76800",1,70,0,1,44,"21",0,0,22,2,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95150",1,79,0,1,44,"21",0,0,22,2,0,0,0,0,0,0,30,NA,31,0,109,103,0,0,9,22,5,21,2,12
"99806",1,78,0,1,44,"21",0,0,22,2,0,0,0,0,0,0,36,NA,38,0,136,124,0,0,9,22,5,21,2,12
"11037",1,60,1,0,24,"22",1,0,0,3,0,0,0,0,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11504",1,66,0,0,24,"22",1,0,0,3,0,0,0,0,NA,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18342",1,67,1,0,24,"22",1,0,0,3,0,0,0,0,0,0,27,NA,27,0,130,130,0,0,1,NA,NA,NA,NA,NA
"21698",1,63,0,0,24,"22",1,0,0,3,0,0,0,0,0,0,24,NA,26,0,91,106,0,0,1,NA,NA,NA,NA,NA
"26573",1,60,1,0,24,"22",1,0,0,3,0,0,0,0,0,0,20,NA,21,0,81,101,0,0,1,NA,NA,NA,NA,NA
"33115",1,65,0,0,24,"22",1,0,0,3,0,0,0,0,0,0,20,NA,28,0,91,104,0,0,1,NA,NA,NA,NA,NA
"52403",1,60,0,0,24,"22",1,0,0,3,0,0,0,0,0,0,16,NA,15,0,NA,NA,1,0,1,NA,NA,NA,NA,NA
"53710",1,68,1,0,24,"22",1,0,0,3,0,0,0,0,0,0,33,NA,31,0,123,124,0,0,1,NA,NA,NA,NA,NA
"54572",1,67,1,0,24,"22",1,0,0,3,0,0,0,0,1,1,27,NA,26,0,101,109,0,0,1,NA,NA,NA,NA,NA
"57336",1,67,1,0,24,"22",1,0,0,3,0,0,0,0,0,0,28,NA,25,0,91,102,0,0,1,NA,NA,NA,NA,NA
"59607",1,58,1,0,24,"22",1,0,0,3,0,0,0,0,0,0,23,NA,28,0,85,106,0,0,1,NA,NA,NA,NA,NA
"60623",1,70,0,0,24,"22",1,0,0,3,0,0,0,0,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65222",1,60,0,0,24,"22",1,0,0,3,0,0,0,1,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72956",1,59,1,0,24,"22",1,0,0,3,0,0,0,0,0,0,25,NA,28,0,117,130,0,0,1,NA,NA,NA,NA,NA
"76926",1,66,0,0,24,"22",1,0,0,3,0,0,0,0,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80130",1,63,0,0,24,"22",1,0,0,3,0,0,0,2,2,1,22,NA,30,0,103,113,0,0,1,NA,NA,NA,NA,NA
"83158",1,60,0,0,24,"22",1,0,0,3,0,0,0,0,1,1,21,NA,23,0,94,110,0,0,1,NA,NA,NA,NA,NA
"93600",1,67,1,0,24,"22",1,0,0,3,0,0,0,0,0,0,21,NA,23,0,84,96,0,0,1,NA,NA,NA,NA,NA
"17724",0,56,0,0,26,"23",1,0,0,3,0,0,0,NA,0,0,24,NA,31,0,82,107,0,NA,NA,NA,NA,0,2,20
"31143",0,49,1,0,26,"23",1,0,0,3,0,0,0,0,0,0,18,NA,16,0,54,92,0,NA,NA,NA,NA,0,2,20
"36792",0,48,1,0,26,"23",1,0,0,3,0,0,0,0,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37556",0,49,0,0,26,"23",1,0,0,3,0,0,0,0,0,0,24,NA,22,0,88,118,0,NA,NA,NA,NA,0,2,20
"45387",0,52,1,0,26,"23",1,0,0,3,0,0,0,0,0,0,20,NA,23,0,72,103,0,NA,NA,NA,NA,0,2,20
